;A1;A2;A3;A4;A5;C1;C2;C3;C4;C5;C6;C7;C8
room bn:00068233n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
glossary bn:00040717n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
atomic bn:00097696a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 
local bn:00106108a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
parallel state bn:00900122n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
response bn:00067369n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
external inputs bn:03225375n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
limitation bn:00051253n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
flick bn:00034471n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
side effect bn:02314488n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
turned on bn:00094692v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
turned off bn:00086201v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
instantiation bn:00046945n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
qualifier bn:00065537n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
abstract state machine bn:01927080n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
automatically bn:00114451r;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
inthe bn:02266902n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
new state bn:03391624n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
compound bn:00018101n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
solve bn:00085091v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
modeled bn:00090876v;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
invalid bn:00105369a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
traditional state bn:03727122n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
similar bn:00102503a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
disable bn:00027407n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
witnessing bn:00095806v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
parallel bn:00050179n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
trait bn:00077930n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
state explosion problem bn:03660202n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
guard bn:00090041v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
go back bn:00088941v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
invalid state bn:02220665n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
pun bn:00459509n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
subordinate bn:00106223a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
specified bn:00085560v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 
ignored bn:00089583v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
evaluate bn:00087763v;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 
accomplished bn:00096276a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
extend bn:00087912v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 
misuse bn:00000522n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
light switch bn:03747512n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
quickly bn:00114307r;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 
early bn:00115153r;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
consumed bn:00085692v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
precise bn:00096292a;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
first instance bn:00078206n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
short time bn:02260267n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
powered bn:00091908v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
tasked bn:00094830v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
problem solved bn:00632473n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
weird bn:00102076a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
imperative bn:00104643a;1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
cancel bn:00084425v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
pop-up bn:00063559n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
connector bn:00716359n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
bibliography bn:00010224n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
microwave bn:00054805n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
level bn:00025966n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
necessary bn:00107183a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 
interaction diagram bn:02571962n;1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 0; 
activity diagrams bn:02627321n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 
obligatory bn:00107677a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
orthogonal bn:00102645a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
graphically bn:00115543r;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
static bn:00104766a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
datum bn:01768982n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
negation bn:00057188n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
approached bn:00082734v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
logical operations bn:00051853n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
parenthesis bn:00006351n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
boolean expressions bn:02478827n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
boolean operation bn:00010475n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
functions bn:00088631v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
constants bn:00022032n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
make up bn:00083187v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
manipulation bn:00053225n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
truth bn:00072816n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
perform bn:00087107v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
semicolon bn:00070420n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
while loop bn:03237310n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
prevent bn:00090033v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
s1 bn:00073801n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
parallel bn:00108247a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
solution bn:00072760n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
second state bn:00049019n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
associated state bn:00006537n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
object modeling language bn:01582611n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
professional bn:00109068a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
written bn:00093281v;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
mutexes bn:03045458n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
e. a. bn:00029771n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
geometric bn:00103544a;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
deterministic finite state automata bn:03499526n;1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 0; 1; 
depth bn:14104188n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
society bn:00072566n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 
october bn:00058593n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
october 1996 bn:02821539n;1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 
montreal bn:00055800n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
quebec bn:00065630n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
green bn:00100914a;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
traffic bn:00077888n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
r1 bn:02589194n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
february bn:00033882n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
callback bn:03490040n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
line code bn:03147584n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
autonomous systems bn:00068035n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
workshop bn:00071216n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
interactive systems bn:01437578n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
embedded systems bn:03233035n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
franke bn:00457828n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
edinburgh bn:00029765n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
useful bn:00113456a;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
graphic notation bn:03548538n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
d c bn:03135792n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
superstate bn:03656095n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 
common property bn:02298190n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
b b c bn:01206082n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
alarm clock bn:00002413n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
increment bn:00041979n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
validation bn:00064728n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
radio bn:00065899n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 
chess bn:00018197n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
fsa bn:03013778n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 
re-use bn:03136623n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
comp bn:00021273n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
vol bn:15822890n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
systems modeling bn:01640862n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
december bn:00025645n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
december 2002 bn:00937262n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
rational bn:00109452a;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
rose bn:00085126v;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
argouml bn:02265148n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
abstract syntax bn:03628413n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
g e bn:00448434n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
k n bn:03742034n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
p h bn:00061855n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
h k bn:00044647n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
green police bn:00127471n;1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
collaboration diagram bn:02627373n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
meet bn:00082348v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
completion bn:00019966n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 
basic bn:00098103a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 1; 
decision points bn:02071832n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
system analysis bn:03804621n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
end states bn:03527908n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
realize bn:00092441v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
automatic bn:00097823a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
debit bn:00025628n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
payment bn:00061119n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
compartment bn:01317330n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
entry bn:00000759n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
effective bn:00102043a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
tcas bn:03633507n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
think about bn:00094914v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
intermediate bn:00105288a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
intermediate state bn:00226237n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 1; 
expand bn:00083781v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
participating bn:00091451v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
right view bn:01471141n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
consistent bn:00100320a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
differ bn:00086798v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
plural bn:00063102n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
mathematical model bn:01329353n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
satisfied bn:00089027v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
non-deterministic finite state machines bn:03499531n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
modern society bn:01097033n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
dispense bn:00082364v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
deposited bn:00086626v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
requested bn:00092857v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
computational power bn:03117275n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
fsms bn:03431506n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 
coin-operated bn:00099978a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
theoretical computer science bn:02588549n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
machine learning bn:01647033n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
amusement bn:00003693n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
amusement park bn:00003695n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
waist bn:03879880n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
entryway bn:00031044n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
labeled bn:00090153v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
circular bn:00099703a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
audio system bn:00007108n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
identical bn:00105977a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
oven bn:00059829n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
virtual bn:00108881a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
virtual finite-state machine bn:00484811n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
standard bn:00109519a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 
abstract data types bn:01662418n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
action language bn:02553065n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
significant bn:00110621a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
linguistics bn:00051395n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
biology bn:00010543n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
widely bn:00117626r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
formal language bn:00213650n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
even number bn:00060686n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
shortest path bn:03158984n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
weighted bn:00082616v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
empty bn:00102176a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
single output bn:00532458n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
computational linguistics bn:00021463n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
motor bn:00030850n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
arrives bn:00082788v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
subclass bn:01341184n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
gnfa bn:03499549n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
powerset bn:01706186n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
powerset construction bn:00296055n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
design tools bn:15806435n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
embedded controllers bn:13806859n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
flow graphs bn:00576774n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
truth table bn:01900780n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
state actions bn:00955439n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 
partial function bn:01676048n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
power a bn:14402936n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
semiautomaton bn:00194978n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
transition system bn:03120638n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
optimization bn:03309733n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
implication table bn:03723518n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
moore reduction bn:03724215n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
linear time bn:00068589n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
digital circuit bn:03112228n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
programmable logic bn:03599459n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
programmable logic controller bn:01844637n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
relays bn:00030187n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
specifically bn:00117094r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
richards controller bn:03645096n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
time delay bn:00262346n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
circuit diagram bn:03409226n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
4-bit bn:03309757n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
encoding bn:00087595v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
power consumption bn:03454400n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
event-driven finite-state machine bn:00484406n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
lexical bn:00105901a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
analyzer bn:00003792n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
parser bn:15790106n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
reserved words bn:03277968n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
identifiers bn:00045822n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
abstract state machine language bn:03332759n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
machine control bn:02315231n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
control table bn:01414206n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
devs bn:00615594n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
extended finite-state machine bn:03556831n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
datapath bn:03703069n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
hidden markov model bn:03885552n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
markov model bn:01498321n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
petri bn:01304831n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
pushdown automaton bn:01794549n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
quantum finite automata bn:03670781n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
recognizable language bn:03347556n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
state pattern bn:00889834n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
tree automaton bn:03885312n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
yakindu statechart tools bn:15451416n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
formal method bn:00857464n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
crc bn:03714741n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
isbn bn:00706122n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
brilliant bn:00098807a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
wiki bn:02640462n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
albert george bn:00040201n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
ht bn:02587123n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
tps bn:03237825n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
discrete mathematics bn:03731199n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
r. bn:00146887n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
pdf bn:01745594n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
n. carolina bn:00057100n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
archived bn:00082753v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
http bn:00045088n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
harvey mudd bn:02224390n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
harvey mudd college bn:00585164n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
jeffrey d. ullman bn:00942856n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
valuation algebra bn:03317723n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
algebra bn:00002676n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
june bn:00048592n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
june 2008 bn:00425557n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
