;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA
rock bn:00068049n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
pénétration bn:00053473n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
date de sortie bn:02421166n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
figurer bn:00014691n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
bureau bn:00001961n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
compte en banque bn:00008374n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
numéro isbn bn:00706122n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
axiome bn:00007529n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
residents bn:02413054n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
rolling stones bn:02456824n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
mick jagger bn:00047889n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
keith richard bn:00801879n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
john lennon bn:00048320n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
futur bn:00036941n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
code barre bn:00008480n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
compositeur bn:00021397n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
song bn:00072798n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
varier bn:00082554v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
velvet underground bn:01244350n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
terry riley bn:02491941n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
probabilité bn:00017624n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
mémoriser bn:00085506v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
conceptuel bn:00100194a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
numero bn:15898115n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
facilité bn:00032642n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
alternative bn:00096899a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
quanta bn:00065554n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
intermédiaire bn:00105288a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 
associatif bn:00097619a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
ébauche bn:00059783n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
conception de site web bn:02763125n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
formulaire web bn:14352118n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
envoyé bn:00030563n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
inutile bn:00113457a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
age bn:02104510n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
marie bn:00090675v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
italie bn:00047705n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
stocker bn:00094400v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
provenance bn:00010687n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
attribution bn:00063814n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
visite bn:00080112n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
associa bn:00085315v;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
opéra bn:00059107n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
champ bn:00034274n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
man bn:15327088n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
ar bn:03237564n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
agit bn:00082285v;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
indépendante bn:00104929a;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
page bn:00091387v;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
ici bn:00116504r;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
nouvelle ligne bn:00051314n;1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
tim bn:14744972n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
tim berners-lee bn:02359969n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
messagerie instantanée bn:03364059n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
styler bn:00042550n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
variable de type bn:02158332n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 
base 10 bn:00025700n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
accepter bn:00082204v;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
cappuccino bn:01189604n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
erreur de programmation bn:00064654n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
nombre premier bn:00064389n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
confidentiel bn:00100230a;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
infinité bn:00012426n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
seconde bn:00068672n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
visible bn:00110277a;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
intrinsèque bn:00105350a;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
mère bn:00034027n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
ingres bn:03724918n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
hsqldb bn:00229377n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
oracle database bn:02591895n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
db2 bn:00637255n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
maxdb bn:00244294n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
sybase bn:01257629n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
zodb bn:02283783n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
db4o bn:01389836n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
berkeley db bn:03239968n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
nosql bn:01727553n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
cassandra bn:01090316n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
bigtable bn:03415846n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
couchdb bn:00542118n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
hbase bn:14809379n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
leveldb bn:02609794n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
libérer bn:00090300v;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
example.com bn:00329278n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
aller bn:00040833n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
électricité bn:00030192n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
verrou bn:01788633n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
panne bn:00059753n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
gérer bn:00084527v;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
populaire bn:00108807a;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
ouvrir bn:00084089v;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
supporter bn:00083226v;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
cours en ligne bn:03617678n;1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
mémento bn:00611675n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
reference bn:00001302n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
générateur bn:03384822n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
générateur de documentation bn:00750235n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
javadoc bn:00527312n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
style de programmation bn:01247117n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
identificateurs bn:00045822n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
type primitifs bn:02695430n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
type statique bn:04749218n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
hiérarchie bn:00044017n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
nouvelle classe bn:02230821n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
swing bn:02050247n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
thread bn:03212986n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
section critiques bn:03482397n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
interactive bn:00105260a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
test unitaires bn:01529126n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
unitaires bn:00112905a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
design pattern bn:00890994n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
modèle singleton bn:03495688n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
machine virtuelle java bn:00875176n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
glossaire bn:00040717n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
monde réel bn:00066402n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
grise bn:00041510n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
typiquement bn:00117361r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
encapsuler bn:00087590v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
interagir bn:00089808v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
nom générique bn:02017388n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
consommation bn:00022109n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
hiérarchique bn:00104156a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
sun microsystems bn:02053714n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
james gosling bn:03306336n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
obligatoire bn:00107677a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
lisibilité bn:04849472n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
verbe bn:00079778n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
paraphraser bn:00060604n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
intitulé bn:00087654v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
complète bn:00100162a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
lettre minuscules bn:00052186n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
rassembler bn:00082246v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
jar bn:02011849n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
classpath bn:03476243n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
void bn:01326821n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
abstract bn:00000489n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
sémantique bn:00110347a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
matériels bn:00100487a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
spécifique bn:00111001a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
ajouter bn:00082317v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
conformer bn:00082137v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
contribuer bn:00085565v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
intérieur bn:00046892n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
classe internes bn:01035086n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
regroupement bn:00021838n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
mots-clés bn:03224594n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
modificateurs bn:00055488n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
variable de classe bn:00938255n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
tentative bn:00007011n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
espace mémoire bn:03228212n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
collector bn:05021864n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
indirectement bn:00115900r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
sémantique bn:00070404n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
cyrillique bn:00100853a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
windows nt bn:01409690n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
système de codage bn:00020370n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
byte bn:00014365n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
simple précision bn:01672387n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
double précision bn:03333822n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
point décimal bn:00025705n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
affection bn:00001744n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
bibliothèque standard bn:03087001n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
primitif bn:00097448a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
autoboxing bn:02831394n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
auparavant bn:00114297r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
noter bn:00089002v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
opérandes bn:00059114n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
mark bn:16597230n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
applicables bn:00097372a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
agrégat bn:00096658a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
fréquents bn:00103324a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
généricité bn:00177619n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
précédente bn:00016426n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
gestion bn:00053116n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
évolution bn:00032060n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
is bn:03703419n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
borne supérieure bn:13919837n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
principales bn:00109011a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
relever bn:00085329v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
opération bn:00053826n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
grand entier bn:00050016n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
enveloppe bn:00031069n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
explicite bn:00101176a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
ordre normal bn:00331579n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
division euclidienne bn:03534242n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
euclidienne bn:00102428a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
arrondir bn:00093135v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
unaires bn:00112334a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
exclusif bn:00102513a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
inférer bn:00086431v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
opérateur booléen bn:00012145n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
négation bn:00057188n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
formel bn:00103223a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
effectifs bn:00043282n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
signature bn:03654577n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
duplication de code bn:03107543n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
pointe bn:00084813v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
capter bn:00082177v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
commande bn:00086778v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
fichier exécutable bn:00058456n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
syntaxique bn:00111596a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
instruction vide bn:03112071n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
mettre fin à bn:00087608v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
jour bn:00025422n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
améliorer bn:00082573v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
mode graphique bn:04899163n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
scanner bn:00027087n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
périphérique bn:00021491n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
approprié bn:00109117a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
accès séquentiel bn:02076469n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
terminal bn:00100203a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
classloader bn:03647181n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
pare-feu bn:00034713n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
technique bn:00109073a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
réutilisation de code bn:00205717n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
astre bn:00073964n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
sous-type bn:15888113n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
ascendant bn:00003890n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
planete bn:00052888n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
descendre bn:00085333v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
type dynamique bn:16109138n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
liaison dynamique bn:02949338n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
annotation bn:03140746n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
compatibilité bn:00021322n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
accessible bn:00096257a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
invoquer bn:00085009v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
draw bn:15449583n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
différencier bn:00086800v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
cat bn:14528732n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
division par zéro bn:01104287n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
paquetage bn:00904294n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
normal bn:00107587a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
prendre en compte bn:04878250n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
interfaces graphiques bn:00041418n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
abstract window toolkit bn:02002015n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
prompt bn:00111415a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
containers bn:00022129n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
intermédiaires bn:00047121n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
panel bn:01845200n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
taille bn:00093792v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
généré bn:00086013v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
nature bn:00057017n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
listener bn:04706492n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
touche bn:00049001n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
fenêtre bn:00081292n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
anonyme bn:00097155a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
modèle-vue-contrôleur bn:02245403n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
interface utilisateur bn:00047088n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
paradigme bn:01164163n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
dater bn:00086297v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
adaptabilité bn:00001267n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
type de programme bn:00144629n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
programmation concurrente bn:01933105n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
segment de code bn:00186041n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
garantir bn:00082879v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
consommateur bn:00022095n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
symétrique bn:00103981a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
javabeans bn:00307178n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
couplage bn:00632267n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
cohesion bn:03340155n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
adéquation bn:00001355n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
délicats bn:00101358a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
processus de conception bn:00026535n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
garder bn:00089407v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
impact bn:00046065n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
architecture logicielle bn:03258160n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
minimiser bn:00087204v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
objet métier bn:00756342n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
représentation interne bn:00047140n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
gestion de données bn:03631704n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
applicatives bn:00097373a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
schéma de bn:00035375n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
idéale bn:00104501a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
import bn:00046137n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
view bn:00059169n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
esprit bn:00012681n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
système distribués bn:03732241n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
java ee bn:03173395n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
ejb bn:03171558n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
servlets bn:03188848n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
interrelation bn:00047207n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
plan de test bn:00816633n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
test système bn:03749679n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
cas de test bn:00543577n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
malheureusement bn:00114196r;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
régression bn:00066913n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
test de non-régression bn:03101995n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
batterie bn:00009065n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
communauté open source bn:00182430n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
outil bn:00077585n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
test fixture bn:14133437n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
test bn:00094888v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
bean bn:01412280n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
composant bn:00021394n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
assemblé bn:00082845v;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
plate-forme java bn:03241725n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
java se bn:03173433n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
convention de nommage bn:01198011n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
environnement de développement bn:00748100n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
personnalisation bn:00895785n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
persistance bn:03432337n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
support de stockage bn:00025315n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
sérialisation bn:00070604n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
canvas bn:02415221n;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
théoriques bn:00111806a;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
